<RUS> Aaron_S._Daggett | award | Purple_Heart
<RUS> Baked_Alaska | country | "France, United States or China"
<RUS> Baked_Alaska | country | China
<RUS> Baked_Alaska | course | Dessert
<RUS> Bakewell_pudding | creator | "Rutland Arms, Bakewell, in 1820"
<RUS> Bakewell_pudding | dishVariation | Bakewell_tart
<RUS> Bandeja_paisa | ingredient | Lemon
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | country | Philippines
<RUS> Beef_kway_teow | region | Singapore
<RUS> Beef_kway_teow | region | Singapore
<RUS> Bhajji | country | India
<RUS> Bhajji | similarDish | "Pakora and other fritters made from wheat or corn flour"
<RUS> Binignit | ingredient | Sweet_potato
<RUS> Binignit | ingredient | Sweet_potato
<RUS> Binignit | ingredient | Sweet_potato
<RUS> Binignit | mainIngredients | Sweet_potato
<RUS> Bionico | course | Dessert
<RUS> Bionico | dishVariation | Honey
<RUS> Dessert | dishVariation | Ice_cream
<RUS> Siomay | ingredient | Peanut_sauce
<RUS> Amatriciana_sauce | country | Italy
<RUS> Arem-arem | country | Indonesia
<RUS> Arrabbiata_sauce | country | Italy
<RUS> Arrabbiata_sauce | country | Italy
<RUS> Arrabbiata_sauce | ingredient | Chili_pepper
<RUS> Arròs_negre | region | Valencian_Community
<RUS> Asam_pedas | country | Indonesia
<RUS> Ayam_penyet | region | Malaysia
<RUS> BLT | dishVariation | Club_sandwich
<RUS> Bacon_Explosion | ingredient | Sausage
<RUS> Bacon_sandwich | alternativeName | "Bacon butty, bacon sarnie, rasher sandwich, bacon sanger, piece 'n bacon, bacon cob, bacon barm, bacon muffin"
<RUS> Bacon_sandwich | dishVariation | BLT
<RUS> Baked_Alaska | country | France
<RUS> Baked_Alaska | country | France
<RUS> Baked_Alaska | country | United_States
<RUS> Bakewell_pudding | dishVariation | Bakewell_tart
<RUS> Bakso | country | Indonesia
<RUS> Bakso | ingredient | Celery
<RUS> Bandeja_paisa | ingredient | Chicharrón
<RUS> Barny_Cakes | country | France
<RUS> Batagor | country | Indonesia
<RUS> Batagor | ingredient | Peanut_sauce
<RUS> Beef_kway_teow | country | Singapore
<RUS> Beef_kway_teow | country | Singapore
<RUS> Beef_kway_teow | mainIngredients | "Kway teow, beef tender loin, gula Melaka, sliced, dried black beans, garlic, dark soy sauce, lengkuas, oyster sauce, soya sauce, chilli and sesame oil"
<RUS> Bhajji | country | India
<RUS> Bhajji | country | India
<RUS> Binignit | country | Philippines
<RUS> Binignit | mainIngredients | Banana
<RUS> Binignit | mainIngredients | Sweet_potato
<RUS> Bionico | country | Mexico
<RUS> Bionico | region | Guadalajara
<RUS> Dessert | dishVariation | Cake
<RUS> Indonesia | leaderName | Joko_Widodo
<RUS> Shumai | ingredient | Shiitake
<RUS> Ajoblanco | country | Spain
<RUS> Ajoblanco | country | Spain
<RUS> Ajoblanco | country | Spain
<RUS> Ajoblanco | country | Spain
<RUS> Ajoblanco | country | Spain
<RUS> Ajoblanco | ingredient | Almond
<RUS> Ajoblanco | ingredient | Almond
<RUS> Ajoblanco | ingredient | Almond
<RUS> Ajoblanco | ingredient | Almond
<RUS> Ajoblanco | ingredient | Almond
<RUS> Ajoblanco | region | Andalusia
<RUS> Ajoblanco | region | Andalusia
<RUS> Ajoblanco | region | Andalusia
<RUS> Ajoblanco | region | Andalusia
<RUS> Ajoblanco | region | Andalusia
<RUS> Amatriciana_sauce | country | Italy
<RUS> Amatriciana_sauce | country | Italy
<RUS> Amatriciana_sauce | country | Italy
<RUS> Amatriciana_sauce | country | Italy
<RUS> Amatriciana_sauce | country | Italy
<RUS> Amatriciana_sauce | country | Italy
<RUS> Amatriciana_sauce | country | Italy
<RUS> Amatriciana_sauce | dishVariation | "Onion, garlic, black pepper, chili"
<RUS> Amatriciana_sauce | dishVariation | "Onion, garlic, black pepper, chili"
<RUS> Amatriciana_sauce | ingredient | Tomato
<RUS> Amatriciana_sauce | region | Lazio
<RUS> Amatriciana_sauce | region | Lazio
<RUS> Amatriciana_sauce | region | Lazio
<RUS> Arem-arem | country | Indonesia
<RUS> Arem-arem | country | Indonesia
<RUS> Arem-arem | country | Indonesia
<RUS> Arem-arem | country | Indonesia
<RUS> Arem-arem | ingredient | Banana_leaf
<RUS> Arem-arem | ingredient | Banana_leaf
<RUS> Arem-arem | mainIngredients | "compressed rice cooked in banana leaf with vegetables or minced meat fillings"
<RUS> Arem-arem | region | Indonesia
<RUS> Arem-arem | region | Indonesia
<RUS> Arem-arem | region | Indonesia
<RUS> Arem-arem | region | Javanese_cuisine
<RUS> Arrabbiata_sauce | country | Italy
<RUS> Arrabbiata_sauce | ingredient | Chili_pepper
<RUS> Arrabbiata_sauce | ingredient | Garlic
<RUS> Arrabbiata_sauce | ingredient | Garlic
<RUS> Arrabbiata_sauce | ingredient | Tomato
<RUS> Arrabbiata_sauce | ingredient | Tomato
<RUS> Arrabbiata_sauce | ingredient | Tomato
<RUS> Arrabbiata_sauce | region | Rome
<RUS> Arròs_negre | country | Spain
<RUS> Arròs_negre | country | Spain
<RUS> Arròs_negre | country | Spain
<RUS> Arròs_negre | country | Spain
<RUS> Arròs_negre | country | Spain
<RUS> Arròs_negre | country | Spain
<RUS> Arròs_negre | country | Spain
<RUS> Arròs_negre | country | Spain
<RUS> Arròs_negre | region | Catalonia
<RUS> Arròs_negre | region | Catalonia
<RUS> Arròs_negre | region | Valencian_Community
<RUS> Arròs_negre | region | Valencian_Community
<RUS> Asam_pedas | country | Indonesia
<RUS> Asam_pedas | country | Indonesia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | country | Malaysia
<RUS> Asam_pedas | mainIngredients | "Fish cooked in sour and hot sauce"
<RUS> Asam_pedas | region | "Sumatra and Malay Peninsula"
<RUS> Asam_pedas | region | Malay_Peninsula
<RUS> Asam_pedas | region | Sumatra
<RUS> Avocado | order | Laurales
<RUS> Ayam_penyet | country | Java
<RUS> Ayam_penyet | ingredient | Fried_chicken
<RUS> Ayam_penyet | ingredient | Fried_chicken
<RUS> Ayam_penyet | ingredient | Fried_chicken
<RUS> Ayam_penyet | mainIngredients | "Squeezed" or "smashed" fried chicken served with sambal
<RUS> Ayam_penyet | region | "Nationwide, also can be found in Malaysia and Singapore"
<RUS> Ayam_penyet | region | "Nationwide, also can be found in Malaysia and Singapore"
<RUS> Ayam_penyet | region | Malaysia
<RUS> Ayam_penyet | region | Malaysia
<RUS> Ayam_penyet | region | Malaysia
<RUS> Ayam_penyet | region | Singapore
<RUS> Ayam_penyet | region | Singapore
<RUS> Ayam_penyet | region | Singapore
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | country | United_States
<RUS> Bacon_Explosion | ingredient | Bacon
<RUS> Bacon_Explosion | ingredient | Bacon
<RUS> Bacon_Explosion | ingredient | Sausage
<RUS> Bacon_Explosion | ingredient | Sausage
<RUS> Bacon_Explosion | mainIngredients | "Bacon,sausage"
<RUS> Bacon_Explosion | mainIngredients | "Bacon,sausage"
<RUS> Bacon_sandwich | alternativeName | "Bacon butty, bacon sarnie, rasher sandwich, bacon sanger, piece 'n bacon, bacon cob, bacon barm, bacon muffin"
<RUS> Bacon_sandwich | alternativeName | "Bacon butty, bacon sarnie, rasher sandwich, bacon sanger, piece 'n bacon, bacon cob, bacon barm, bacon muffin"
<RUS> Bacon_sandwich | country | United_Kingdom
<RUS> Bacon_sandwich | country | United_Kingdom
<RUS> Bacon_sandwich | country | United_Kingdom
<RUS> Bacon_sandwich | country | United_Kingdom
<RUS> Bacon_sandwich | country | United_Kingdom
<RUS> Bacon_sandwich | dishVariation | BLT
<RUS> Bacon_sandwich | dishVariation | BLT
<RUS> Bacon_sandwich | dishVariation | BLT
<RUS> Bacon_sandwich | dishVariation | BLT
<RUS> Bacon_sandwich | dishVariation | BLT
<RUS> Bacon_sandwich | dishVariation | BLT
<RUS> Bacon_sandwich | ingredient | Ketchup
<RUS> Baked_Alaska | country | "France, United States or China"
<RUS> Baked_Alaska | country | "France, United States or China"
<RUS> Baked_Alaska | country | "France, United States or China"
<RUS> Baked_Alaska | country | China
<RUS> Baked_Alaska | country | France
<RUS> Baked_Alaska | country | France
<RUS> Baked_Alaska | country | United_States
<RUS> Baked_Alaska | country | United_States
<RUS> Baked_Alaska | country | United_States
<RUS> Baked_Alaska | course | Dessert
<RUS> Bakewell_pudding | course | "Dessert"
<RUS> Bakewell_pudding | dishVariation | Bakewell_tart
<RUS> Bakewell_pudding | dishVariation | Bakewell_tart
<RUS> Bakewell_pudding | region | Derbyshire_Dales
<RUS> Bakewell_pudding | region | Derbyshire_Dales
<RUS> Bakewell_pudding | region | Derbyshire_Dales
<RUS> Bakewell_pudding | region | Derbyshire_Dales
<RUS> Bakewell_pudding | servingTemperature | "Warm (freshly baked) or cold"
<RUS> Bakewell_pudding | servingTemperature | "Warm (freshly baked) or cold"
<RUS> Bakewell_pudding | servingTemperature | "Warm (freshly baked) or cold"
<RUS> Bakso | country | Chinese_cuisine
<RUS> Bakso | country | Indonesia
<RUS> Bakso | country | Indonesia
<RUS> Bakso | ingredient | Beef
<RUS> Bakso | ingredient | Noodle
<RUS> Bakso | ingredient | Noodle
<RUS> Bakso | ingredient | Tapioca
<RUS> Bakso | ingredient | Tapioca
<RUS> Bandeja_paisa | country | Colombian_cuisine
<RUS> Bandeja_paisa | country | Colombian_cuisine
<RUS> Bandeja_paisa | country | Colombian_cuisine
<RUS> Bandeja_paisa | country | Colombian_cuisine
<RUS> Bandeja_paisa | ingredient | Arepa
<RUS> Bandeja_paisa | ingredient | Avocado
<RUS> Bandeja_paisa | ingredient | Avocado
<RUS> Bandeja_paisa | ingredient | Avocado
<RUS> Bandeja_paisa | ingredient | Black_pudding
<RUS> Bandeja_paisa | ingredient | Chorizo
<RUS> Bandeja_paisa | ingredient | Fried_egg
<RUS> Bandeja_paisa | ingredient | Ground_meat
<RUS> Bandeja_paisa | ingredient | Kidney_bean
<RUS> Bandeja_paisa | ingredient | Lemon
<RUS> Bandeja_paisa | ingredient | Lemon
<RUS> Bandeja_paisa | ingredient | Lemon
<RUS> Barny_Cakes | country | France
<RUS> Barny_Cakes | country | France
<RUS> Barny_Cakes | country | France
<RUS> Barny_Cakes | country | France
<RUS> Barny_Cakes | fat | 4.8 g
<RUS> Barny_Cakes | ingredient | Sponge_cake
<RUS> Barny_Cakes | protein | 1.8 g
<RUS> Barny_Cakes | year | 1999
<RUS> Batagor | country | Indonesia
<RUS> Batagor | country | Indonesia
<RUS> Batagor | dishVariation | Shumai
<RUS> Batagor | dishVariation | Siomay
<RUS> Batagor | dishVariation | Siomay
<RUS> Batagor | ingredient | Peanut_sauce
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | country | Philippines
<RUS> Batchoy | course | Soup
<RUS> Batchoy | ingredient | Chicken
<RUS> Batchoy | ingredient | Chicken
<RUS> Batchoy | mainIngredients | "noodles, pork organs, vegetables, chicken, shrimp, beef"
<RUS> Beef_kway_teow | country | Indonesia
<RUS> Beef_kway_teow | country | Indonesia
<RUS> Beef_kway_teow | country | Indonesia
<RUS> Beef_kway_teow | country | Singapore
<RUS> Beef_kway_teow | country | Singapore
<RUS> Beef_kway_teow | country | Singapore
<RUS> Beef_kway_teow | ingredient | Oyster_sauce
<RUS> Beef_kway_teow | ingredient | Palm_sugar
<RUS> Beef_kway_teow | ingredient | Sesame_oil
<RUS> Beef_kway_teow | region | Singapore
<RUS> Beef_kway_teow | region | Singapore
<RUS> Bhajji | alternativeName | "Bhaji, bajji"
<RUS> Bhajji | alternativeName | "Bhaji, bajji"
<RUS> Bhajji | country | India
<RUS> Bhajji | country | India
<RUS> Bhajji | country | India
<RUS> Bhajji | country | India
<RUS> Bhajji | region | Karnataka
<RUS> Bhajji | region | Karnataka
<RUS> Bhajji | region | Karnataka
<RUS> Bhajji | related | Pakora
<RUS> Bhajji | similarDish | "Pakora and other fritters made from wheat or corn flour"
<RUS> Binignit | country | Philippines
<RUS> Binignit | country | Philippines
<RUS> Binignit | country | Philippines
<RUS> Binignit | country | Philippines
<RUS> Binignit | course | Dessert
<RUS> Binignit | course | Dessert
<RUS> Binignit | ingredient | Sweet_potato
<RUS> Binignit | ingredient | Sweet_potato
<RUS> Binignit | ingredient | Sweet_potato
<RUS> Binignit | ingredient | Sweet_potato
<RUS> Binignit | mainIngredients | Coconut_milk
<RUS> Binignit | mainIngredients | Sago
<RUS> Binignit | mainIngredients | Sweet_potato
<RUS> Binignit | mainIngredients | Sweet_potato
<RUS> Binignit | mainIngredients | Sweet_potato
<RUS> Binignit | mainIngredients | Sweet_potato
<RUS> Binignit | mainIngredients | Taro
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | country | Mexico
<RUS> Bionico | course | Dessert
<RUS> Bionico | course | Dessert
<RUS> Bionico | course | Dessert
<RUS> Bionico | course | Dessert
<RUS> Bionico | course | Dessert
<RUS> Bionico | dishVariation | Cottage_cheese
<RUS> Bionico | region | Jalisco
<RUS> Catalonia | leaderName | Carles_Puigdemont
<RUS> Celery | genus | Apium
<RUS> Hong_Kong | leaderName | Carrie_Lam_(politician)
<RUS> Indonesia | capital | Jakarta
<RUS> Indonesia | leaderName | Jusuf_Kalla
<RUS> Indonesia | leaderName | Jusuf_Kalla
<RUS> Indonesia | leaderName | Jusuf_Kalla
<RUS> Italy | capital | Rome
<RUS> Italy | leaderName | Matteo_Renzi
<RUS> Java | ethnicGroup | Baduy
<RUS> Java | ethnicGroup | Banyumasan_people
<RUS> Java | ethnicGroup | Javanese_people
<RUS> Mondelez_International | foundationPlace | Chicago
<RUS> Pakora | dishVariation | Cauliflower
<RUS> Philippines | ethnicGroup | Zamboangans
<RUS> Philippines | language | Arabic
<RUS> Philippines | language | Arabic
<RUS> Philippines | language | Philippine_English
<RUS> Philippines | language | Philippine_English
<RUS> Philippines | language | Philippine_Spanish
<RUS> Shumai | dishVariation | Siomay
<RUS> Singapore | language | English_language
<RUS> Singapore | language | English_language
<RUS> Singapore | leaderName | Halimah_Yacob
<RUS> Singapore | leaderName | Tony_Tan
<RUS> Spain | currency | Euro
<RUS> Spain | language | Spanish_language
<RUS> Spain | language | Spanish_language
<RUS> Spain | leaderName | Felipe_VI_of_Spain
<RUS> Tomato | family | Solanaceae
<RUS> Tomato | genus | Solanum
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | Native_Americans_in_the_United_States
<RUS> Alan_Bean | was a crew member of | Apollo_12
<RUS> Alan_Shepard | almaMater | "NWC, M.A. 1957"
<RUS> Alan_Shepard | status | "Deceased"
<RUS> Alan_Shepard | was a crew member of | Apollo_14
<RUS> Apollo_12 | backup pilot | Alfred_Worden
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | deathPlace | St._Louis
<RUS> William_Anders | dateOfRetirement | "1969-09-01"
<RUS> Alan_Bean | nationality | United_States
<RUS> Alan_Shepard | was a crew member of | Apollo_14
<RUS> British_Hong_Kong | representative | Chris_Patten
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | was a crew member of | Apollo_11
<RUS> Distinguished_Service_Medal_(United_States_Navy) | higher | Department_of_Commerce_Gold_Medal
<RUS> Distinguished_Service_Medal_(United_States_Navy) | higher | Department_of_Commerce_Gold_Medal
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> William_Anders | occupation | Fighter_pilot
<RUS> Alan_Bean | almaMater | "UT Austin, B.S. 1955"
<RUS> Alan_Bean | birthDate | "1932-03-15"
<RUS> Alan_Bean | nationality | United_States
<RUS> Alan_Bean | nationality | United_States
<RUS> Alan_Bean | nationality | United_States
<RUS> Alan_Bean | nationality | United_States
<RUS> Alan_Bean | nationality | United_States
<RUS> Alan_Bean | occupation | Test_pilot
<RUS> Alan_Bean | occupation | Test_pilot
<RUS> Alan_Bean | occupation | Test_pilot
<RUS> Alan_Bean | occupation | Test_pilot
<RUS> Alan_Bean | was a crew member of | Apollo_12
<RUS> Alan_Bean | was a crew member of | Apollo_12
<RUS> Alan_Bean | was a crew member of | Apollo_12
<RUS> Alan_Bean | was a crew member of | Apollo_12
<RUS> Alan_Shepard | almaMater | "NWC, M.A. 1957"
<RUS> Alan_Shepard | almaMater | "NWC, M.A. 1957"
<RUS> Alan_Shepard | almaMater | "NWC, M.A. 1957"
<RUS> Alan_Shepard | almaMater | "NWC, M.A. 1957"
<RUS> Alan_Shepard | deathPlace | California
<RUS> Alan_Shepard | deathPlace | California
<RUS> Alan_Shepard | deathPlace | California
<RUS> Alan_Shepard | status | "Deceased"
<RUS> Alan_Shepard | status | "Deceased"
<RUS> Alan_Shepard | status | "Deceased"
<RUS> Alan_Shepard | was a crew member of | Apollo_14
<RUS> Alan_Shepard | was a crew member of | Apollo_14
<RUS> Alan_Shepard | was a crew member of | Apollo_14
<RUS> Alan_Shepard | was a crew member of | Apollo_14
<RUS> Apollo_12 | backup pilot | Alfred_Worden
<RUS> Apollo_8 | commander | Frank_Borman
<RUS> Buzz_Aldrin | alternativeNames | "Edwin E. Aldrin, Jr."
<RUS> Buzz_Aldrin | alternativeNames | "Edwin E. Aldrin, Jr."
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | was a crew member of | Apollo_11
<RUS> Buzz_Aldrin | was a crew member of | Apollo_11
<RUS> Buzz_Aldrin | was a crew member of | Apollo_11
<RUS> Buzz_Aldrin | was a crew member of | Apollo_11
<RUS> Buzz_Aldrin | was a crew member of | Apollo_11
<RUS> Buzz_Aldrin | was a crew member of | Apollo_11
<RUS> Distinguished_Service_Medal_(United_States_Navy) | higher | Department_of_Commerce_Gold_Medal
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | deathPlace | St._Louis
<RUS> Elliot_See | status | "Deceased"
<RUS> Elliot_See | status | "Deceased"
<RUS> Elliot_See | status | "Deceased"
<RUS> Elliot_See | status | "Deceased"
<RUS> New_Hampshire | bird | Purple_finch
<RUS> William_Anders | birthDate | "1933-10-17"
<RUS> William_Anders | birthDate | "1933-10-17"
<RUS> William_Anders | dateOfRetirement | "1969-09-01"
<RUS> William_Anders | dateOfRetirement | "1969-09-01"
<RUS> William_Anders | dateOfRetirement | "1969-09-01"
<RUS> William_Anders | dateOfRetirement | "1969-09-01"
<RUS> William_Anders | dateOfRetirement | "1969-09-01"
<RUS> William_Anders | dateOfRetirement | "1969-09-01"
<RUS> William_Anders | dateOfRetirement | "1969-09-01"
<RUS> William_Anders | occupation | Fighter_pilot
<RUS> William_Anders | was a crew member of | Apollo_8
<RUS> William_Anders | was a crew member of | Apollo_8
<RUS> William_Anders | was selected by NASA | 1963
<RUS> William_Anders | was selected by NASA | 1963
<RUS> William_Anders | was selected by NASA | 1963
<RUS> (29075)_1950_DA | discoverer | Carl_A._Wirtanen
<RUS> (410777)_2009_FD | apoapsis | 259776702.47055 (kilometres)
<RUS> (66063)_1998_RO1 | epoch | 2013-11-04
<RUS> (66391)_1999_KW4 | periapsis | 29919600000.0
<RUS> 101_Helena | mass | 3.0 (kilograms)
<RUS> 101_Helena | orbitalPeriod | 1516.6700000000003 (days)
<RUS> 1036_Ganymed | averageSpeed | 16.86 (kilometrePerSeconds)
<RUS> 1036_Ganymed | temperature | 160.0 (kelvins)
<RUS> 107_Camilla | discoverer | F._Vilas
<RUS> 107_Camilla | discoverer | N._R._Pogson
<RUS> 1089_Tama | escapeVelocity | 0.0068 (kilometrePerSeconds)
<RUS> 1097_Vicia | rotationPeriod | 95040.0
<RUS> 1099_Figneria | escapeVelocity | 0.0155 (kilometrePerSeconds)
<RUS> 1099_Figneria | mass | 2.7 (kilograms)
<RUS> 109_Felicitas | periapsis | 283326000000.0
<RUS> 109_Felicitas | temperature | 170.0 (kelvins)
<RUS> 10_Hygiea | orbitalPeriod | 5.57 (days)
<RUS> 1101_Clematis | periapsis | 445895000000.0
<RUS> 110_Lydia | epoch | 2006-12-31
<RUS> 110_Lydia | periapsis | 377016000000.0
<RUS> N._R._Pogson | nationality | England
<RUS> (19255)_1994_VK8 | density | 2.0 (gramPerCubicCentimetres)
<RUS> (410777)_2009_FD | absoluteMagnitude | 22.1
<RUS> (66063)_1998_RO1 | apoapsis | 254989570.60815 (kilometres)
<RUS> 1000_Piazzia | escapeVelocity | 0.0252 (kilometrePerSeconds)
<RUS> 1001_Gaussia | formerName | "1923 OAA907 XC"
<RUS> 1001_Gaussia | maximumTemperature | 165.0 (kelvins)
<RUS> 101_Helena | apoapsis | 441092000.0 (kilometres)
<RUS> 101_Helena | epoch | 2006-12-31
<RUS> 103_Hera | absoluteMagnitude | 7.66
<RUS> 103_Hera | mass | 7.9 (kilograms)
<RUS> 107_Camilla | absoluteMagnitude | 7.08
<RUS> 107_Camilla | discoverer | A._Storrs
<RUS> 1089_Tama | formerName | "A894 VA; A904 VD;"
<RUS> 1089_Tama | orbitalPeriod | 1202.846 (days)
<RUS> 1097_Vicia | averageSpeed | 17.92 (kilometrePerSeconds)
<RUS> 1097_Vicia | epoch | 2006-12-31
<RUS> 109_Felicitas | discoverer | Christian_Heinrich_Friedrich_Peters
<RUS> 10_Hygiea | averageSpeed | 16.76 (kilometrePerSeconds)
<RUS> 11264_Claudiomaccone | temperature | 173.0 (kelvins)
<RUS> James_Craig_Watson | almaMater | University_of_Michigan
<RUS> N._R._Pogson | birthPlace | Nottingham
<RUS> (15788)_1993_SB | apoapsis | 7715100000.0 (kilometres)
<RUS> (15788)_1993_SB | discoverer | Alan_Fitzsimmons
<RUS> (15788)_1993_SB | discoverer | Donal_O'Ceallaigh
<RUS> (15788)_1993_SB | discoverer | Iwan_P._Williams
<RUS> (15788)_1993_SB | discoverer | Roque_de_los_Muchachos_Observatory
<RUS> (15788)_1993_SB | epoch | 2006-03-06
<RUS> (15788)_1993_SB | orbitalPeriod | 7729430000.0
<RUS> (15788)_1993_SB | periapsis | 3997100000000.0
<RUS> (19255)_1994_VK8 | apoapsis | 6603633000.0 (kilometres)
<RUS> (19255)_1994_VK8 | averageSpeed | 4.56 (kilometrePerSeconds)
<RUS> (19255)_1994_VK8 | epoch | 2006-12-31
<RUS> (19255)_1994_VK8 | escapeVelocity | 0.0925 (kilometrePerSeconds)
<RUS> (19255)_1994_VK8 | mass | 5.6 (kilograms)
<RUS> (19255)_1994_VK8 | orbitalPeriod | 8788850000.0
<RUS> (19255)_1994_VK8 | periapsis | 6155910000000.0
<RUS> (19255)_1994_VK8 | temperature | 43.0 (kelvins)
<RUS> (29075)_1950_DA | density | 3.5 (kilograms)
<RUS> (29075)_1950_DA | epoch | 2011-Aug-27
<RUS> (29075)_1950_DA | mass | 4.0 (kilograms)
<RUS> (29075)_1950_DA | orbitalPeriod | 69862200.0
<RUS> (29075)_1950_DA | periapsis | 124950000000.0
<RUS> (29075)_1950_DA | rotationPeriod | 7637.76
<RUS> (410777)_2009_FD | density | 1890.0 (kilogramPerCubicMetres)
<RUS> (410777)_2009_FD | discoverer | Spacewatch
<RUS> (410777)_2009_FD | epoch | 2015-06-27
<RUS> (410777)_2009_FD | mass | 8.3 (kilograms)
<RUS> (410777)_2009_FD | maximumTemperature | 362.0 (kelvins)
<RUS> (410777)_2009_FD | meanTemperature | 258.0 (kelvins)
<RUS> (410777)_2009_FD | minimumTemperature | 211.0 (kelvins)
<RUS> (410777)_2009_FD | orbitalPeriod | 39447000.0
<RUS> (410777)_2009_FD | periapsis | 88234300000.0
<RUS> (66063)_1998_RO1 | discoverer | Lincoln_Near-Earth_Asteroid_Research
<RUS> (66063)_1998_RO1 | escapeVelocity | 0.0999 (kilometrePerSeconds)
<RUS> (66063)_1998_RO1 | formerName | "1999 SN5"
<RUS> (66063)_1998_RO1 | maximumTemperature | 500.0 (kelvins)
<RUS> (66063)_1998_RO1 | meanTemperature | 265.0 (kelvins)
<RUS> (66063)_1998_RO1 | minimumTemperature | -71.0 (degreeCelsius)
<RUS> (66063)_1998_RO1 | orbitalPeriod | 360.29 (days)
<RUS> (66063)_1998_RO1 | periapsis | 41498400000.0
<RUS> (66391)_1999_KW4 | apoapsis | 162164091.8388 (kilometres)
<RUS> (66391)_1999_KW4 | averageSpeed | 37.16 (kilometrePerSeconds)
<RUS> (66391)_1999_KW4 | density | 2.0 (gramPerCubicCentimetres)
<RUS> (66391)_1999_KW4 | discoverer | Lincoln_Near-Earth_Asteroid_Research
<RUS> (66391)_1999_KW4 | epoch | 2004-07-14
<RUS> (66391)_1999_KW4 | escapeVelocity | 0
<RUS> (66391)_1999_KW4 | orbitalPeriod | 16244700.0
<RUS> (66391)_1999_KW4 | rotationPeriod | 9953.28
<RUS> 1000_Piazzia | epoch | 2015-06-27
<RUS> 1000_Piazzia | formerName | "1923 NZ1951 OB"
<RUS> 1000_Piazzia | formerName | "1967 ED"
<RUS> 1000_Piazzia | mass | 1.1 (kilograms)
<RUS> 1000_Piazzia | orbitalPeriod | 488160.0
<RUS> 1000_Piazzia | periapsis | 352497000000.0
